nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,usage_code,usage_name
dk,35,Flerårig bælgsæd,Perennial legume,3310200000,legumes,0,No specified use
dk,350,Miljøgræs med N-kvote,Environmental grass with N quota,3320000000,grassland_grass,10,Eco-schemes for environment protection
dk,36,"Bælgsæd, andre typer til modenhed blanding",Legumes other types for maturity mixing,3310200000,legumes,0,No specified use
dk,360,Vildtafgrøder,Wildlife crops,3319900000,other_arable_land_crops,0,No specified use
dk,361,Ikke støtteberettiget landbrugsareal,Farmland not warranted for subsidies,3310000000,arable_crops,0,No specified use
dk,4,Blanding af vårsåede kornarter,Mix of spring-sown cereal crops,3310198002,spring_unspecified_cereals,0,No specified use
dk,40,Oliehør,Oil flax,3310607000,flax_linseed,8,Oil
dk,400,Asieagurker,Gherkin,3310702010,cucumber_pickle,0,No specified use
dk,401,Asparges,Asparagus,3310706000,asparagus,0,No specified use
dk,402,Bladselleri,Celery leaves,3310711020,leaf_celery,0,No specified use
dk,403,Blomkål,Cauliflower,3310707050,cauliflower,0,No specified use
dk,404,Broccoli,Broccoli,3310707030,broccoli,0,No specified use
dk,405,"Courgette, squash",Courgette squash,3310702060,zucchini_courgette,0,No specified use
dk,406,Grønkål,Kale,3310707090,kale,0,No specified use
dk,407,Gulerod,Carrot,3310715020,carrots_daucus,0,No specified use
dk,408,Hvidkål,White cabbage,3310707130,white_cabbage,0,No specified use
dk,409,Kinakål,Chinese cabbage,3310707060,chinese_cabbage,0,No specified use
dk,41,Spindhør,Spinning flax,3310607000,flax_linseed,0,No specified use
dk,410,Knoldselleri,Celeriac,3310711010,celeriac,0,No specified use
dk,411,Løg,Onion,3310708040,onions,0,No specified use
dk,412,Pastinak,Parsnip,3310715030,parsnips,0,No specified use
dk,413,Rodpersille,Parsley root,3310612270,parsley,0,No specified use
dk,415,Porre,Leek,3310708030,leek,0,No specified use
dk,416,Rosenkål,Brussel sprouts,3310707040,brussels_sprouts,0,No specified use
dk,417,Rødbede,Beetroot,3310719020,mangelwurzel_beets,0,No specified use
dk,418,Rødkål,Red cabbage,3310707110,red_cabbage,0,No specified use
dk,42,Hamp,Hemp,3310610000,hemp_cannabis,0,No specified use
dk,420,Salat (friland),Salad (outdoor),3310717000,salads_lettuce_leaf_vegetables,0,No specified use
dk,421,"Savoykål, spidskål",Savoy cabbage oxheart cabbag,3310707120,savoy_cabbage,0,No specified use
dk,422,Spinat,Spinach,3310717070,spinach,0,No specified use
dk,423,Sukkermajs,Sweet corn,3310106000,maize_corn_popcorn,0,No specified use
dk,424,"Ærter, konsum",Peas consumption,3310201080,peas,1,Consumption/Fresh
dk,426,"Bønner, andre","Beans, other.",3310201010,beans,0,No specified use
dk,429,"Jordskokker, konsum",Jerusalem artichokes comsumption,3310705000,topinambur_jerusalem_artichoke,0,No specified use
dk,430,Bladpersille,Parsley,3310612270,parsley,0,No specified use
dk,431,Purløg,Chives,3310708010,chives,0,No specified use
dk,432,"Krydderurter, støtteberettigede","Herbs, eligible",3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
dk,433,"Krydderurter, andre","Herbs, other",3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
dk,434,"Grøntsager, andre (friland)",Vegetables other (outdoor),3310700000,fresh_vegetables,0,No specified use
dk,44,Unknown,unknown,3390000000,not_known_and_other,0,No specified use
dk,440,Solhat,Rudbeckia,3310838000,rudbeckia,0,No specified use
dk,448,"Medicinpl., en- og toårige.",Medicinal plants annual and biennial,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
dk,449,"Medicinpl., stauder og vedplanter","Medicinal plants, perennials, and woody plants.",3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
dk,450,"Grøntsager, andre","Vegetables, other",3310700000,fresh_vegetables,0,No specified use
dk,452,Unknown,unknown,3390000000,not_known_and_other,0,No specified use
dk,482,Skovlandbrug med permanent græs,Agriculture forestry with permanent grass,3360000000,tree_wood_forest,0,No specified use
dk,483,Skovlandbrug med græs i omdrift,Agriculture forestry with grass in rotation,3360000000,tree_wood_forest,0,No specified use
dk,484,Skovlandbrug med omdriftsafgrøder,Agriculture forestry with rotational crops,3360000000,tree_wood_forest,0,No specified use
dk,485,Skovlandbrug med permanente afgrøder,Agriculture forestry with permanent crops,3360000000,tree_wood_forest,0,No specified use
dk,486,Hønsegård uden plantedække,Henyard with bare soil,3390000000,not_known_and_other,0,No specified use
dk,487,"Skovlandbrug, ikke støtteberettiget","Agriculture forestry, not eligible for support",3360000000,tree_wood_forest,0,No specified use
dk,488,"Hønsegård, permanent græs",Henyard permanent grass,3320100000,permanent_grassland,0,No specified use
dk,489,Havtorn,Sea buckthorn,3330208000,hippophae_sea_buckthorns_seaberry,0,No specified use
dk,490,"Hassel, træ (Corylus avellana)","Hazel, tree (Corylus avellana)",3330302000,hazelnuts_hazel,0,No specified use
dk,491,Storfrugtet tranebær,Large-fruited cranberry,3330204020,cranberry,0,No specified use
dk,493,Surbær,Black chokeberry,3330201000,aronia_chokeberries,0,No specified use
dk,494,Japan kvæde,Japan quince,3330115000,quinces,0,No specified use
dk,495,Morbær,Mulberry,3330299000,other_berries_berry_species,0,No specified use
dk,496,"Medicinpl., vedplanter","Medicinal plants, cultivated plants.",3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
dk,497,"Planteskolekulturer, vedplanter, til videresalg",Nursery cultivation arboreal plants for sale,3330700000,nurseries_nursery,0,No specified use
dk,498,"Containerplads 4, vedplanter","Container space 4, woody plants",3360000000,tree_wood_forest,0,No specified use
dk,499,"Lukket system 3, vedplanter","Closed system 3, woody plants",3360000000,tree_wood_forest,0,No specified use
dk,5,Majs til modenhed,Maize for maturity,3310106000,maize_corn_popcorn,0,No specified use
dk,50,Anden bredbladet afgrøde,Other broadleaf crop,3310000000,arable_crops,0,No specified use
dk,500,Buske og træer,Shrubs and trees,3360000000,tree_wood_forest,0,No specified use
dk,501,Stauder,Perennial,3330000000,permanent_crops_perennial,0,No specified use
dk,502,Blomsterløg,Flower bulbs,3310800000,flowers_ornamental_plants,0,No specified use
dk,503,En- og to-årige planter,Annual and biennial plants,3310000000,arable_crops,0,No specified use
dk,504,"Solbær, stiklingeopformering",Blackcurrant multiplication by cutting,3330206010,blackcurrant_cassis,9,Seed/Propagation
dk,505,"Ribs, stiklingeopformering","Currants, cutting propagation",3330206000,ribes,9,Seed/Propagation
dk,506,"Stikkelsbær, stiklingeopformering",Gooseberries multiplication by cutting,3330206030,gooseberry_gooseberries,9,Seed/Propagation
dk,507,"Hindbær, stiklingeopformering",Raspberries multiplication by cutting,3330202020,raspberry_raspberries,9,Seed/Propagation
dk,508,"Tyttebær, tranebær o","lingonberry, Cranberry",3330204000,vaccinium,0,No specified use
dk,509,Trækvæde,Quince,3330115000,quinces,0,No specified use
dk,51,"Blanding bredbladet afgrøde, frø/kerne",Mix broadleaf crop seed / core,3310000000,arable_crops,9,Seed/Propagation
dk,510,Melon.,melon,3310702030,melon,0,No specified use
dk,511,Græskar.,Pumpkin.,3310702040,pumpkin_squash_gourd,0,No specified use
dk,512,Rabarber,Rhubarb,3310709000,rhubarb,0,No specified use
dk,513,Jordbær,Strawberry,3310701000,strawberries,0,No specified use
dk,514,Solbær,Blackcurrant,3330206010,blackcurrant_cassis,0,No specified use
dk,515,Ribs,Red currant,3330206020,redcurrant,0,No specified use
dk,516,Stikkelsbær,Gooseberry,3330206030,gooseberry_gooseberries,0,No specified use
dk,517,Brombær,Blackberry,3330202010,blackberry,0,No specified use
dk,518,Hindbær,Raspberry,3330202020,raspberry_raspberries,0,No specified use
dk,519,Blåbær,Blueberry,3330204010,blueberry,0,No specified use
dk,52,Quinoa,Quinoa,3310703030,quinoa,0,No specified use
dk,520,Surkirsebær uden undervækst af græs,Sour cherry without undergrowth of grass,3330104000,cherry_cherries,0,No specified use
dk,521,Surkirsebær med undervækst af græs,Sour cherry with undergrowth of grass,3330104000,cherry_cherries,0,No specified use
dk,522,"Blomme, uden undervækst",Plum without undergrowth,3330113000,plums,0,No specified use
dk,523,Blomme med undervækst af græs,Plum with undergrowth of grass,3330113000,plums,0,No specified use
dk,524,Sødkirsebær uden undervækst af græs,Sweet cherry without undergrowth of grass,3330104000,cherry_cherries,0,No specified use
dk,525,Sødkirsebær med undervækst af græs,Sweet cherry with undergrowth of grass,3330104000,cherry_cherries,0,No specified use
dk,526,Hyld,Elder,3330804000,elder_elderberry,0,No specified use
dk,527,Hassel (Corylus maxima),Hazel (Corylus maxima),3330302000,hazelnuts_hazel,0,No specified use
dk,528,Æbler,Apples,3330102000,apples,0,No specified use
dk,529,Pærer,Pear,3330112000,pears,0,No specified use
dk,53,Boghvede,Buckwheat,3310703020,buckwheat,0,No specified use
dk,530,Vindruer,Grapes,3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use
dk,531,Anden træfrugt,Other tree fruit,3330100000,orchards_fruits,0,No specified use
dk,532,Anden buskfrugt.,Other shrub fruit,3330800000,shrubberries_shrubs,0,No specified use
dk,533,Rønnebær,Rowanberries,3330213000,rowan_rowanberries,0,No specified use
dk,534,Hyben,Rose hip,3310837000,roses,0,No specified use
dk,535,Bærmispel,Amelanchier,3330101000,amelanchier_serviceberry,0,No specified use
dk,536,Spisedruer,Food grape,3330600000,vineyards_wine_vine_rebland_grapes,1,Consumption/Fresh
dk,537,Valnød (almindelig),Walnut common,3330306000,walnuts,0,No specified use
dk,538,Kastanje (ægte),Chestnut sweet,3330305000,sweet_chestnuts,0,No specified use
dk,539,Blandet støtteberettiget frugt,Mixed eligible fruit,3330100000,orchards_fruits,0,No specified use
dk,54,Bælgsæd blanding,Legume mixture,3310200000,legumes,0,No specified use
dk,540,Tomater,Tomatoes,3310714000,tomato,0,No specified use
dk,541,Agurker,Cucumbers,3310702010,cucumber_pickle,0,No specified use
dk,542,Salat (drivhus),Lettuce (greenhouse),3350000000,greenhouse_foil_film,0,No specified use
dk,543,"Grøntsager, andre (drivhus)",Vegetables other (greenhouse),3350000000,greenhouse_foil_film,0,No specified use
dk,544,Snitblomster og snitgrønt,Cut flowers and foliage,3310800000,flowers_ornamental_plants,0,No specified use
dk,545,Potteplanter,Houseplants,3310800000,flowers_ornamental_plants,0,No specified use
dk,547,Planteskolekulturer (stauder og vedpl.),Nursery crops Perennial plants and woody plants.,3330700000,nurseries_nursery,0,No specified use
dk,548,Småplanter (en-årige),Seedlings annuals,3311000000,seed_seedlings,9,Seed/Propagation
dk,549,Lukket system 1 (en-årige),Closed system 1 (annual),3310000000,arable_crops,0,No specified use
dk,55,Vårrug,Spring rye,3310103002,spring_rye,0,No specified use
dk,550,Lukket system 2 (stauder og vedpl.),Closed system 2 (perennials and woody plants),3330000000,permanent_crops_perennial,0,No specified use
dk,551,Moskusgræskar,Pumpkins,3310702040,pumpkin_squash_gourd,0,No specified use
dk,552,Mandelgræskar,Garden pumpkin,3310702040,pumpkin_squash_gourd,0,No specified use
dk,553,Centnergræskar,Giant pumpkin,3310702040,pumpkin_squash_gourd,0,No specified use
dk,559,Unknown,unknown,3390000000,not_known_and_other,0,No specified use
dk,56,Vårtriticale,Spring triticale,3310108002,spring_triticale,0,No specified use
dk,560,Containerplads 1 (frugtbuske),Container space 1 (fruit bush),3330100000,orchards_fruits,0,No specified use
dk,561,Containerplads 2 (en-årige),Container space 2 (annual),3310000000,arable_crops,0,No specified use
dk,562,Containerplads 3 (stauder og vedpl.),Container Space 3 (perennials and shrubs),3330000000,permanent_crops_perennial,0,No specified use
dk,563,"Svampe, champignon",Mushrooms champignon,3349900000,other_mushrooms,0,No specified use
dk,564,Containerplads,Container area,3390000000,not_known_and_other,0,No specified use
dk,565,"Skovrejsning, direktivimplementerende uden tilsagn ved Landbrugsstyrelsen","Afforestation, directive implementing without commitment by the Danish Agricultural Agency",3360100000,afforestation_reforestation,10,Eco-schemes for environment protection
dk,566,"Klimaskovrejsning, national ordning ej Landbrugsstyrelsen","Climate afforestation, national scheme not the Danish Agricultural Agency",3360100000,afforestation_reforestation,10,Eco-schemes for environment protection
dk,57,Vinterhavre,Winter oats,3310105001,winter_oats,0,No specified use
dk,570,Humle,Hops,3310602000,hops,0,No specified use
dk,575,Skovrejsning (privat) ? kulstofbinding og grundvandsbeskyttelse,Afforestation (private) ? carbon sequestration and groundwater protection,3360100000,afforestation_reforestation,10,Eco-schemes for environment protection
dk,576,Skovrejsning (statslig) - forbedring af vandmiljø og grundvandsbeskyttelse,Afforestation - the improvement of aquatic environment and groundwater protection,3360100000,afforestation_reforestation,10,Eco-schemes for environment protection
dk,577,Skov med biodiversitetsformål,Forest for biodiversity purposes,3360000000,tree_wood_forest,10,Eco-schemes for environment protection
dk,578,Skovrejsning (privat) - forbedring af vandmiljø og grundvandsbeskyttelse,Afforestation (private) - improvement of aquatic environment and groundwater protection,3360100000,afforestation_reforestation,10,Eco-schemes for environment protection
dk,579,"Tagetes, sygdomssanerende plante",African marigold,3310612100,calendula_marigold,0,No specified use
dk,58,Sorghum,Sorghum,3310116000,sorghum,0,No specified use
dk,580,"Skovdrift, alm.",Forestry common,3360000000,tree_wood_forest,0,No specified use
dk,581,Nyplantning i skov med træhøjde under 3 m,Afforestation with treehight below 3 m,3360100000,afforestation_reforestation,0,No specified use
dk,582,"Pyntegrønt, økologisk jordbrug",Ornamental green branches organic farming,3360000000,tree_wood_forest,0,No specified use
dk,583,Juletræer og pyntegrønt på landbrugsjord,Christmas trees and ornamental greenery on agricultural land,3360900000,conifers,0,No specified use
dk,584,Juletræer og pyntegrønt i fredskov,Christmas trees and ornamental plants in protected forest.,3360900000,conifers,0,No specified use
dk,585,"Skovrejsning i projektområde, som ikke er omfattet af tilsagn",Forest establisment in project areas not included by a scheme,3360100000,afforestation_reforestation,0,No specified use
dk,586,"Skovrejsn. på tidl. landbr. 2, forpagtet","Afforestation on former agricultural land 2, leased",3360100000,afforestation_reforestation,0,No specified use
dk,587,Skovrejsning på tidl. landbrugsjord 3,Forest establisment on former farmland 3,3360100000,afforestation_reforestation,0,No specified use
dk,588,Statslig skovrejsning,State afforestation,3360100000,afforestation_reforestation,0,No specified use
dk,589,Bæredygtig skovdrift,Sustainable forestry,3360000000,tree_wood_forest,0,No specified use
dk,590,Bæredygtig skovdrift i Natura 2000-område,Sustainable forestry in Natura 2000 area,3360000000,tree_wood_forest,0,No specified use
dk,591,Lavskov.,Coppice forest,3360000000,tree_wood_forest,0,No specified use
dk,592,Pil,Willow,3360800000,willows_osiers,0,No specified use
dk,593,Poppel (0-100 andre træer pr. ha),Poplar (0-100 other trees per hectare),3360700000,populus,0,No specified use
dk,594,El,Alder,3369900000,other_tree_wood_forest,0,No specified use
dk,596,Elefantgræs,Elephant grass,3320209900,other_poaceae_grasses,0,No specified use
dk,597,Rørgræs,reed canary grass,3320209900,other_poaceae_grasses,0,No specified use
dk,598,Sorrel,Sorrel,3310717060,sorrel,0,No specified use
dk,599,Poppel (100-400 andre træer pr. ha),Poplar (100-400 other trees per ha),3360700000,populus,0,No specified use
dk,6,"Vårhvede, brødhvede",Spring wheat bread wheat,3310101002,spring_common_soft_wheat,6,Harvested as Grains
dk,602,MFO - Pil,EFA - Willow,3360800000,willows_osiers,10,Eco-schemes for environment protection
dk,603,MFO - Poppel (0-100 andre træer pr. ha),MFO - Poplar (0-100 other trees per ha),3360700000,populus,0,No specified use
dk,604,MFO - El,MFO - Alder,3369900000,other_tree_wood_forest,0,No specified use
dk,605,MFO - Lavskov,EFA - Coppice forest,3360000000,tree_wood_forest,10,Eco-schemes for environment protection
dk,606,MFO - Poppel (100-400 andre træer pr. ha),EFA - Poplar (100-400 other trees per hectare),3360700000,populus,10,Eco-schemes for environment protection
dk,650,"Chrysanthemum Garland, frø",Chrysanthemum Garland seeds,3310809000,chrysanthemum,9,Seed/Propagation
dk,651,Dildfrø.,Dill seeds,3310612030,anethum_dill,9,Seed/Propagation
dk,652,Kinesisk kålfrø.,Chinese cabbage seeds,3310707060,chinese_cabbage,9,Seed/Propagation
dk,653,Karsefrø.,Cress seeds,3310718000,cress,9,Seed/Propagation
dk,654,Rucolafrø,Rocket Arugula seeds,3310717050,rocket_arugula,9,Seed/Propagation
dk,655,Radissefrø (inklusiv olieræddikefrø),Radish seeds (including oilseed radish),3310715040,radish,9,Seed/Propagation
dk,656,"Bladbedefrø, rødbede","Beetroot seeds, beetroot",3310719020,mangelwurzel_beets,9,Seed/Propagation
dk,657,Grønkålfrø,Curly Kale seeds,3310707090,kale,9,Seed/Propagation
dk,658,Gulerødderfrø,Carrot,3310715020,carrots_daucus,0,No specified use
dk,659,Kålfrø (hvid- og rødkål),Cabbage seeds (white and red cabbage),3310707000,brassicaceae_cruciferae,9,Seed/Propagation
dk,660,Persillefrø,Parsley seeds,3310612270,parsley,9,Seed/Propagation
dk,661,Kørvelfrø,Chervil seeds,3310612140,chervil,9,Seed/Propagation
dk,662,Majroefrø,Brassica rapa subsp. Rapa seeds,3310715050,turnips,9,Seed/Propagation
dk,663,Pastinakfrø,Parsnip seeds,3310715030,parsnips,9,Seed/Propagation
dk,664,Skorzonerrodfrø.,black salsify seeds,3310715090,salsify,9,Seed/Propagation
dk,665,Havrerodfrø,Purple salsify seed,3310715090,salsify,9,Seed/Propagation
dk,666,Purløgfrø,Chive seeds,3310708010,chives,9,Seed/Propagation
dk,667,Timianfrø,Thyme seeds,3310612370,thyme,0,No specified use
dk,668,Blomsterfrø,Flower seeds,3310800000,flowers_ornamental_plants,9,Seed/Propagation
dk,669,Andet havefrø,Other garden seeds,3311000000,seed_seedlings,9,Seed/Propagation
dk,7,Korn/bælgsæd max. 50% bælgsæd,Grain/legume max. 50% grain legumes,3310100000,cereal,6,Harvested as Grains
dk,701,Grønkorn af vårbyg,Green grain of spring barley,3310104002,spring_barley,5,Harvested Green
dk,702,Grønkorn af vårhvede,Green grain of spring wheat,3310101002,spring_common_soft_wheat,5,Harvested Green
dk,703,Grønkorn af vårhavre,Green grain of spring oats,3310105002,spring_oats,5,Harvested Green
dk,704,Grønkorn af vårrug,Green grain of spring rye,3310103002,spring_rye,5,Harvested Green
dk,705,Grønkorn af vårtriticale,Green grains of spring triticale,3310108002,spring_triticale,5,Harvested Green
dk,706,Grønkorn af vinterbyg,Green grain of winter barley,3310104001,winter_barley,5,Harvested Green
dk,707,Grønkorn af vinterhvede,Green grain of winter wheat,3310101001,winter_common_soft_wheat,5,Harvested Green
dk,708,Grønkorn af vinterhavre,Green grains of winter oats,3310105001,winter_oats,5,Harvested Green
dk,709,Grønkorn af vinterrug,Green grains of winter rye,3310103001,winter_rye,5,Harvested Green
dk,710,Grønkorn af hybridrug,Green grains of hybrid rye,3310103000,rye,5,Harvested Green
dk,711,Grønkorn af vintertriticale,Green grains of winter triticale,3310108001,winter_triticale,5,Harvested Green
dk,777,Ex-non-food brak,Ex-non-food fallow,3311100000,fallow_land_not_crop,0,No specified use
dk,8,Vårspelt,Spring spelt,3310110002,spring_spelt,0,No specified use
dk,800,Andre arealer i skovblokke,Other areas in forest blocks,3360000000,tree_wood_forest,0,No specified use
dk,801,Skov i IKKE skovblok,Forest in NOT forest block,3360000000,tree_wood_forest,0,No specified use
dk,9,Vinterspelt,Winter spelt,3310110001,winter_spelt,0,No specified use
dk,900,Øvrige afgrøder,Other crops,3310000000,arable_crops,0,No specified use
dk,901,Naturarealer efter driftsloven,Natural areas according to the Farming Act,3390000000,not_known_and_other,0,No specified use
dk,902,Naturlignende arealer,Nature-like areas,3390000000,not_known_and_other,0,No specified use
dk,903,"Lysåbne arealer, fredsskovspligtige","Open areas, protected forest areas",3360000000,tree_wood_forest,0,No specified use
dk,904,Åbne arealer i skov,Open areas in forest,3360000000,tree_wood_forest,0,No specified use
dk,905,Anden anvendelse på tilsagnsarealer,Other use on commitment areas,3390000000,not_known_and_other,0,No specified use
dk,906,Afmeldte arealer,Withdrawn areas,3370000000,unmaintained,0,No specified use
dk,907,Økologiske naturarealer,Organic natural areas,3390000000,not_known_and_other,0,No specified use
dk,908,"Naturarealer, ansøgning om miljøtilsagn","Natural areas, application for environmental commitment",3390000000,not_known_and_other,10,Eco-schemes for environment protection
dk,910,Ikke anmeldt mark,Unreported field,3390000000,not_known_and_other,0,No specified use
dk,920,Økologisk sommerbrak,Organic summer fallow,3311100000,fallow_land_not_crop,0,No specified use
dk,921,Intern kode: Bar jord,Internal code: Bare soil,3390000000,not_known_and_other,0,No specified use
dk,95,Unknown,unknown,3390000000,not_known_and_other,0,No specified use
dk,960,"Græs, udlæg/eftersl. efter grønkorn o.l","Grass, undersown/aftermath after green grain harvest and similar",3320000000,grassland_grass,5,Harvested Green
dk,961,"Græs, udlæg/eftersl. eft.helsæd/tidl.frø","Grass, undersown/aftermath after whole-crop silage / early seed crop",3320000000,grassland_grass,0,No specified use
dk,962,"Græs, udlæg/eftersl. eft.korn/sildig frø","Grass, undersown/aftermath after cereals / late seed crop",3320000000,grassland_grass,0,No specified use
dk,963,"Kløvergræs, udlæg/eftersl.efter grønkorn","Clover grass, sowing/following after green grain",3310202030,clover,5,Harvested Green
dk,964,"Kløvergræs, udlæg/efterslæt efter helsæd","Clover grass, sown/after following whole crop.",3310202030,clover,0,No specified use
dk,965,"Kløvergræs, udlæg/efterslæt efter korn","Clover-grass, undersown / after-sown after cereals",3310202030,clover,0,No specified use
dk,968,Pligtige efterafgrøder,Mandatory catch crops,3310000000,arable_crops,0,No specified use
dk,995,Slettet mark,Cleared field,3310000000,arable_crops,0,No specified use
dk,997,Ikke kontrolleret afgrøde (kontrollørkode),Uncontrolled crop (control code),3390000000,not_known_and_other,0,No specified use
dk,998,Ukendt afgrøde,Unknown crop,3390000000,not_known_and_other,0,No specified use
dk,999,Ugyldig afgrødekode,Invalid crop code,3390000000,not_known_and_other,0,No specified use
dk,,,,3390000000,not_known_and_other,0,No specified use
ee,10001,Karjatamine väljaspool põllumaj. maad,Grazing outside agricultural land,3320100000,permanent_grassland,3,Fodder/Forage
ee,10002,"N siduv heint. ja N siduv põllumaj. kult. segu (N siduvaid kult. üle 50%, segus valdavalt heint.)",Mix of nitrogen-binding grasses and nitrogen-binding crops(over 50% nitrogen-binding crops mix contains mainly grasses),3310200000,legumes,11,Nitrogen fixing 
ee,10003,"N siduv heint. ja kõrreliste segu (N siduvaid heintaimi üle 50%, kõrrelisi heintaimi alla 50%)",Mix of nitrogen-binding grasses and graminoids (over 50% nitrogen-binding grasses less than 50% graminoid grasses),3310200000,legumes,11,Nitrogen fixing 
ee,10004,"N siduv heint. ja muu põllumaj. kult. segu (N siduvaid heint. üle 50%, muid kultuure alla 50%)",Mix of nitrogen-binding grasses and other crops (over 50% nitrogen-binding grasses less than 50% other crops).,3310200000,legumes,11,Nitrogen fixing 
ee,10005,"N siduv heint. segu (N siduvaid heintaimi üle 50%, teisi liblikõielisi heintaimi alla 50%)",Mix of nitrogen-binding grasses (over 50% nitrogen-binding grasses less than 50% other leguminous grasses),3310200000,legumes,11,Nitrogen fixing 
ee,10006,N siduvate kaunviljade segu (N siduvaid kaunvilju segus üle 50%),Mix of nitrogen-binding pulses (pulses over 50%),3310200000,legumes,11,Nitrogen fixing 
ee,10007,"Sangaste rukis allakülviga, v.a liblikõielise allakülviga",Rye of Sangaste with sowing except for sowing of legumes,3310103000,rye,0,No specified use
ee,10008,Sangaste rukis allakülvita,Sangaste rye,3310103000,rye,0,No specified use
ee,10009,Sangaste rukis liblikõieliste allakülviga,"Rye """"Sangaste"""" undersown with legumes",3310103000,rye,0,No specified use
ee,10010,Unknown,unknown,3390000000,not_known_and_other,0,No specified use
ee,10011,aed-apteegitill,garden fennel,3310704000,fennel,0,No specified use
ee,10012,aedhernes,Green peas,3310201080,peas,5,Harvested Green
ee,10013,aedkoriander,garden coriander,3310612150,coriander,0,No specified use
ee,10014,aedmaasikad avamaal või madala katte all,Strawberries (open field or under low cover),3310701000,strawberries,0,No specified use
ee,10015,aedpetersell,garden parsley,3310612270,parsley,0,No specified use
ee,10016,aedtill,Dill,3310612030,anethum_dill,0,No specified use
ee,10017,aeduba,kidney bean,3310201010,beans,0,No specified use
ee,10018,"aniis, harilik",aniseed common,3310612050,anise_aniseed,0,No specified use
ee,10019,arbuus,watermelon,3310702050,watermelon,0,No specified use
ee,10020,aroonia,chokeberry,3330201000,aronia_chokeberries,0,No specified use
ee,10021,astelpaju,Sea-buckthorn,3330208000,hippophae_sea_buckthorns_seaberry,0,No specified use
ee,10022,ebaküdoonia,Chaenomeles,3330802000,chaenomeles_cathayensis,0,No specified use
ee,10023,füüsal,Groundcherry,3310799000,other_fresh_vegetables,0,No specified use
ee,10024,hapu kirsipuu,Sour Cherry,3330104000,cherry_cherries,0,No specified use
ee,10025,hapu kirsipuu sh murelipuu,Sour cherry incl. morello cherry,3330104000,cherry_cherries,0,No specified use
ee,10026,"harakputk, aed-",Chervil,3310612140,chervil,0,No specified use
ee,10027,haraline ploomipuu (alõtša),Plum tree,3330113000,plums,0,No specified use
ee,10028,harilik esparsett (100% esparsetti),Common sainfoin (100%),3310202060,onobrychis_sainfoins,0,No specified use
ee,10029,"harilik esparsett (esparsetti 50-80%, teisi heintaimi 20-50%)",common sainfoin (sainfoin 50-80% other grasses 20-50%),3310202060,onobrychis_sainfoins,0,No specified use
ee,10030,"harilik esparsett (vähemalt 80% esparsetti, kuni 20% heintaimi)","Common sainfoin (at least 80% sainfoin, up to 20% grass)",3310202060,onobrychis_sainfoins,0,No specified use
ee,10031,harilik kanep,cannabis,3310610000,hemp_cannabis,0,No specified use
ee,10032,harilik lutsern (100% lutsern),lucerne (100% lucerne),3310202010,alfalfa_lucerne,0,No specified use
ee,10033,harilik lutsern (100% lutserni),Lucerne (100%),3310202010,alfalfa_lucerne,0,No specified use
ee,10034,"harilik lutsern (lutserni 50-80%, teisi heintaimi 20-50%)",alfalfa (alfalfa 50-80% other grasses 20-50%),3310202010,alfalfa_lucerne,0,No specified use
ee,10035,"harilik lutsern (vähemalt 80% lutserni, kun 20% heintaimi)",Lucerne (at least 80% alfalfa 20% grasses),3310202010,alfalfa_lucerne,0,No specified use
ee,10036,harilik nõiahammas (100% nõiahammast),Birdsfoot trefoil (100%),3310202080,birdsfoot_treifoil,0,No specified use
ee,10037,"harilik nõiahammas (nõiahammast 50-80%, teisi heintaimi 20-50%)",common trefoil (50-80% of witch tooth 20-50% other grasses),3310202080,birdsfoot_treifoil,0,No specified use
ee,10038,"harilik nõiahammas (vähemalt 80% nõiahammast, kuni 20% heintaimi)","bird's-foot trefoil (at least 80% trefoil, up to 20% grass)",3310202080,birdsfoot_treifoil,0,No specified use
ee,10039,harilik pihlakas,Rowan,3330213000,rowan_rowanberries,0,No specified use
ee,10040,harilik sarapuu,common hazel,3330302000,hazelnuts_hazel,0,No specified use
ee,10041,harilik sibul (söögisibul),onion (onion),3310708040,onions,0,No specified use
ee,10042,harilik ussikeel (100% ussikeelt),Common viper's bugloss (100% of viper's bugloss),3310899000,other_flowers_ornamental_plants,0,No specified use
ee,10043,hiina kapsas,Chinese cabbage,3310707060,chinese_cabbage,0,No specified use
ee,10044,humal,hops,3310602000,hops,0,No specified use
ee,10045,humallutsern (100% lutserni),Black medick (100% of alfalfa),3310202010,alfalfa_lucerne,0,No specified use
ee,10046,ida-kitsehernes (100% ida-kitsehernest),Fodder galega  (100% Fodder galega ),3310202070,galega,0,No specified use
ee,10047,"ida-kitsehernes (vähemalt 80% ida-kitsehernest, kuni 20% heintaimi)",Fodder galega (at least 80% galega up to 20% grasses),3310202070,galega,3,Fodder/Forage
ee,10048,"iisop, harilik",hyssop,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
ee,10049,juurseller,celery root,3310711010,celeriac,0,No specified use
